Threat_ID,Threat_Name,Lane,Archetype,Surface,Authority_IN,Authority_EU,Authority_US,Velocity,Pain_Tier,Pain_Category,Pain_Depth,Status,Effective_Date,Legal_Pain,FP_Mechanism,FP_Impact,Lex_Nova_Fix,Hunter_Trigger,Provenance,,,
SHD_LIA_002,Due-Care Negligence Defense,A,SHD,Enterprise-Private,CERT-In Directions 2022 / IT Act reasonable security practices where applicable,NIS2 / GDPR Art. 32 / ISO 27001 due-care standards,SOC 2 Type II / ISO 27001 / NIST CSF as industry due-care standards,ACTIVE_NOW,T3,Deal Death,Corporate,Active,2005-10-14,"When a cybersecurity AI is sued for negligence following a breach, the only viable defense is demonstrating the developer exercised ""industry-standard due care"" — which courts and regulators operationalize as ISO 27001 or SOC 2 Type II compliance with the product inside audit scope.","you don't carry ISO 27001 or SOC 2 Type II with your AI product inside scope — and when a breach case goes to court, that certification is what operationalizes ""due care"" as a defense","deals stall behind a nine-month audit cycle. competitors with current attestation close while you explain your roadmap. and if a breach hits before the cert lands, the negligence defense you'd rely on in court isn't there.",DOC_TOS §9.2 — pre-built ISO/SOC-aligned due-care framing module. holds the defense posture while you certify.,"CONDITION_1: Product is marketed for protective enterprise functions OR operational risk review OR system monitoring OR incident workflow support. | CONDITION_2: Product handles customer operational events OR logs OR alerts OR access signals OR sensitive records OR production systems. | CONDITION_3: Public materials lack one or more assurance signals: SOC 2 OR ISO 27001 OR trust center OR independent audit OR published controls summary OR incident-response process. | CONDITION_4: Product sells to enterprise OR regulated OR assurance-sensitive customers. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: Product has current assurance attestation OR trust materials with product in scope OR credible published controls program.",v1:I08_LIA_002,SHD,LIA,2
SHD_LIA_003,Mean Time to Evidence Standard,A,SHD,Enterprise-Private,CERT-In 2022 log retention / reporting directions where applicable,NIS2 / GDPR accountability and logging principles,SEC cyber disclosure rules + NIST SP 800-61r3,THIS_YEAR,T3,Deal Death,Corporate,Upcoming,2026-12-31,"Emerging standards — SEC cyber disclosure rules, NIST SP 800-61r3, and enterprise cyber-insurance underwriting — require ""mean time to evidence"": the ability to produce court-ready logs showing the AI made a reasonable decision during an attack.","your product makes containment and blocking calls during an attack — but you don't generate tamper-evident logs of the decision chain, which is what the new ""mean time to evidence"" standards require for court and insurance","insurance premiums rise or coverage carves out your product category. enterprise customers flag the gap in diligence. and if a real incident goes to court, the absence of decision logs collapses the defense posture you'd otherwise have.","DOC_AGT §7.1 — pre-built NIST SP 800-61r3-aligned decision-log module. holds up in court, insurance, and diligence the same way.","CONDITION_1: Product makes OR recommends OR supports high-stakes operational decisions. | CONDITION_2: Product claims explainability OR auditability OR evidence OR investigation OR compliance support. | CONDITION_3: Public materials OR terms lack one or more evidence controls: timestamped logs OR decision trace OR exportable audit trail OR retention period OR review package. | CONDITION_4: Product serves enterprise OR regulated OR audit-sensitive customers. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_3 = TRUE AND AT_LEAST_1_OF(CONDITION_2, CONDITION_4) = TRUE | EXCLUDE_IF: Product provides exportable timestamped logs AND defined retention/audit procedures for relevant decisions.",v1:I08_LIA_003,SHD,LIA,3
SHD_LIA_004,Continuous Audit Shift,A,SHD,Enterprise-Private,Sectoral audit / IT compliance where applicable,NIS2 / DORA / sectoral continuous-monitoring expectations where applicable,Industry continuous-control monitoring / insurance underwriting standards,INCOMING,T4,Regulatory Heat,Corporate,Pending,2026-12-31,Regulated industries are shifting from periodic compliance audits to continuous automated compliance auditing — where the regulator or auditor consumes telemetry directly and evaluates posture in real time.,"your product reports on a periodic cycle — weekly, monthly — but regulated-industry audit is shifting to continuous machine-readable telemetry, and your product can't emit it yet","renewals in regulated accounts stall. competitors with continuous telemetry win the comparison. and the roadmap item that seemed like ""nice to have"" last year becomes a precondition for keeping the customer.",DOC_AGT §7.1 — pre-built continuous-audit telemetry module. keeps you renewable in regulated accounts.,"CONDITION_1: Product is sold into regulated OR enterprise OR compliance OR financial OR healthcare OR infrastructure OR insurer-facing environments. | CONDITION_2: Product claims monitoring OR governance OR compliance posture OR risk scoring OR control evidence OR audit readiness. | CONDITION_3: Public materials lack one or more continuous-review capabilities: machine-readable telemetry OR API exports OR continuous controls OR event stream OR dashboard OR automated evidence pack. | CONDITION_4: Product relies only on periodic reports OR manual exports OR static snapshots. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: Product provides continuous telemetry OR API/export OR automated evidence flow suitable for reviewer consumption.",v1:I08_LIA_004,SHD,LIA,4
SHD_LIA_LB1,No AI Governance Log / Audit Trail,B,SHD,Enterprise-Private,DPDP significant data fiduciary audit / IT recordkeeping where applicable,EU AI Act record-keeping + GDPR accountability,Insurer/audit/customer diligence requirements,THIS_YEAR,T3,Deal Death,Corporate,Upcoming,2026-08-02,Deployer cannot evidence compliance — no contemporaneous governance log.,Your 2025 audit passed but you kept no monitoring records for 2021–2023.,"Fails regulatory audit; 'not a gap, that's negligence' in litigation; uninsurable.",DOC_SOP (governance log),CONDITION_1: Organization uses AI in client work OR internal workflows OR regulated functions OR decision support OR customer-facing operations. | CONDITION_2: Use case requires OR may require governance evidence OR review evidence OR monitoring evidence OR HITL evidence OR risk assessment OR policy acknowledgement. | CONDITION_3: Organization lacks one or more records: AI use register OR HITL logs OR approvals OR risk assessments OR policy acknowledgements OR incident records OR tool evaluations OR audit trail. | CONDITION_4: Organization serves enterprise OR regulated OR India OR US OR EU/UK OR global customers. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Organization maintains contemporaneous governance logs AND HITL records AND tool approvals AND risk assessments mapped to AI use cases.,v2-new LB-08,SHD,LIA,LB1
UNI_LIA_001,First Sale Doctrine Trap,A,UNI,Enterprise-Private,"Indian Contract Act, 1872 sections 10, 28 + Sale of Goods Act, 1930",UsedSoft GmbH v. Oracle International Corp. (CJEU C-128/11) — EU exhaustion risk,Vernor v. Autodesk Inc. (9th Cir. 2010),ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2010-09-10,"Software framed as a ""sale"" rather than a licensed service risks losing the Vernor v. Autodesk first-sale defense, which collapses the service classification and exposes the seller to strict product liability where defects attach regardless of fault or negligence.","your ToS says customers ""buy"" or ""own"" the software instead of licensing it, and there's no Vernor-style license grant — which flips the whole thing from a service to a product in court","every bug in your product turns into a lawsuit you can't fight the normal way. even if you did everything right, you still pay. and the insurance you bought for a SaaS product probably won't cover it.",DOC_TOS §2.2 — pre-built Vernor-proof §2.2 license-grant module. keeps the product a service when the defect case lands.,CONDITION_1: Public terms OR pricing OR checkout OR invoice OR product copy uses sale/ownership language for software or AI access: buy OR purchase OR own OR sold OR lifetime access OR perpetual ownership OR equivalent. | CONDITION_2: Terms lack one or more license-preservation controls: limited license grant OR non-transferability OR title reservation OR access-only framing OR use restrictions OR service classification. | CONDITION_3: Product is sold to US OR EU OR India OR global customers OR public materials do not exclude those markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Terms frame access as limited non-transferable license OR service AND retain provider title AND avoid ownership-transfer language.,v1:UNI_LIA_001,UNI,LIA,1
UNI_LIA_002,The Wasted Costs Loophole,A,UNI,Enterprise-Private,"Indian Contract Act, 1872 sections 73-74",—,Soteria Insurance Ltd v. IBM United Kingdom Ltd [2022] EWHC 2084 (TCC),ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2022-08-08,"Soteria v. IBM confirmed that standard consequential-damages exclusions fail to capture ""wasted expenditure"" claims, because wasted expenditure is a distinct head of loss under English contract law that consequential exclusions do not reach.","your liability cap excludes consequential and indirect damages but never names ""wasted expenditure"" — and after Soteria v. IBM, wasted expenditure is its own category that slips past that list","the customer gets their whole rollout money back. the fees they paid you, the time their team spent, the consultants they hired — all of it. and your cap doesn't catch any of it, because the clause never named the category.",DOC_TOS §9.2 — pre-built Soteria-grounded §9.2 liability module. names wasted-cost claims before they sneak through.,CONDITION_1: Terms include liability limitation OR consequential-damages exclusion OR indirect-damages exclusion OR loss-of-profits exclusion OR similar damages carve-out. | CONDITION_2: Terms do not expressly exclude OR cap wasted expenditure OR implementation costs OR integration costs OR migration costs OR internal time OR consultant spend OR remediation spend. | CONDITION_3: Product requires onboarding OR implementation OR integration OR migration OR training OR security review OR deployment OR enterprise rollout. | CONDITION_4: Product serves B2B OR enterprise OR UK/common-law customers OR public materials do not exclude those markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Clause expressly names AND caps OR excludes wasted expenditure and related rollout/remediation spend.,v1:UNI_LIA_002,UNI,LIA,2
UNI_LIA_004,Inconspicuous Warranty Caps,A,UNI,Consumer-Public | Enterprise-Private,"Indian Contract Act, 1872 sections 10, 23, 73-74",Unfair Contract Terms Directive / national consumer unfair-terms regimes,"UCC sections 2-316, 2-719",ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,1952-01-01,"UCC §2-316 requires warranty disclaimers to be ""conspicuous"" — defined as bold, ALL CAPS, or visually set apart from surrounding text. Disclaimers that fail this test are struck, and the implied warranties of merchantability and fitness for purpose survive intact.","your warranty disclaimer is in the same body text as everything else — not bold, not ALL CAPS, not set apart — which UCC §2-316 treats as non-conspicuous, and non-conspicuous gets struck","the disclaimer gets struck. the promises your ToS was supposed to kill — that the product works, that it's fit for the job — come back alive. and every customer who ever paid you now has a claim your terms were supposed to block.",DOC_TOS §9.2 — pre-built UCC §2-316-conspicuous warranty module. formatted the way courts actually require.,CONDITION_1: Terms disclaim warranties OR implied warranties OR merchantability OR fitness OR accuracy OR reliability OR uninterrupted service OR non-infringement OR AI output quality. | CONDITION_2: Disclaimer lacks one or more conspicuous-format signals: ALL CAPS OR bolding OR separate heading OR boxed notice OR visual separation OR separate paragraph OR equivalent emphasis. | CONDITION_3: Product serves US OR India OR EU/UK OR consumer customers OR enterprise customers OR public materials do not exclude those markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Warranty disclaimer is conspicuous AND separately headed OR visually set apart AND covers AI output limitations where relevant.,v1:UNI_LIA_004,UNI,LIA,4
UNI_LIA_005,AI Reclassified as Product,A,UNI,Enterprise-Private,"Consumer Protection Act, 2019 sections 82-87",Directive (EU) 2024/2853,UCC Art. 2 goods/services line + state product-liability doctrines,ACTIVE_NOW,T1,Existential,Corporate,Upcoming,2026-12-09,"The revised EU Product Liability Directive (effective December 2026) explicitly reclassifies AI software as a product rather than a service, triggering strict liability for defects regardless of fault and stripping the negligence defense for any AI system reaching EU customers.","your ToS calls the product a ""service"" or ""SaaS"", but the revised EU PLD kicks in December 2026 and reclassifies AI software as a product regardless of what your ToS says","every bug in your product turns into a lawsuit you can't fight the normal way in the EU. even if you did everything right, you still pay. and the insurance you bought for a SaaS product probably won't cover it.",DOC_TOS §2.2 — pre-built PLD-ready §2.2 classification module. lands before December 2026.,"CONDITION_1: Product provides AI software OR AI system OR AI-enabled service OR model API OR autonomous agent OR AI functionality that may affect users, customers, data, property, decisions, or physical systems. | CONDITION_2: Terms rely only on SaaS/service labels without one or more controls: service classification OR AI limitation notice OR operating envelope OR user responsibility OR risk disclosure OR version boundary OR defect-allocation structure. | CONDITION_3: Product is available in EU OR India OR US OR global markets OR public materials do not exclude those markets. | CONDITION_4: Product can cause user loss OR data loss OR property loss OR bodily injury OR decision harm OR operational disruption. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Terms include product-liability-aware service classification AND operating envelope AND user responsibility AND version scope AND defect-risk treatment.",v1:UNI_LIA_005 · marquee parallel-fill (verified 2026-06),UNI,LIA,5
UNI_LIA_006,Ban on User Waivers,A,UNI,Consumer-Public | Enterprise-Private,—,—,AI LEAD Act / S.2937 — pending / unverified final status,WATCH,T5,Friction,Corporate,Pending / Watch,TBD,"The proposed AI LEAD Act (S.2937) would classify AI systems as products under US federal law and prohibit ToS language waiving user rights, retroactively invalidating waiver clauses protecting AI companies from reliance and defect claims if enacted. The ban extends to physical-harm waivers for any AI system, including those governing physical systems.","your liability strategy leans on user waivers the AI LEAD Act would void federally — and the same bill reclassifies AI as a product under federal law, which kills the service-based defenses underneath","every waiver in your ToS gets wiped out going backwards. the ""we're a service"" defenses stop working. and every AI company in the country is rewriting the same contract at the same time, competing for the same few counsel who know what to put in it.",DOC_TOS §2.2 — pre-built AI LEAD-resilient §2.2 module. holds even if the federal waiver ban passes.,CONDITION_1: Terms rely on broad user waivers OR assumption-of-risk clauses OR reliance waivers OR physical-harm waivers OR AI-output waivers OR defect waivers as primary liability defense. | CONDITION_2: Product involves AI output OR AI actions OR physical effects OR decision support OR user reliance. | CONDITION_3: Product serves US users/customers OR does not exclude US markets. | CONDITION_4: Waiver is not backed by alternative controls: HITL OR operating envelope OR safety controls OR insurance OR product-risk disclosures OR jurisdiction-specific carve-outs. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE AND CONDITION_4 = TRUE | EXCLUDE_IF: Waivers are narrow AND jurisdiction-specific AND paired with operational controls AND not sole liability defense.,v1:UNI_LIA_006,UNI,LIA,6
UNI_LIA_LB1,Shadow-AI Data Leakage,B,UNI,Enterprise-Private | PII,Indian Contract Act / common-law confidentiality,GDPR (employee data),DTSA / trade-secret,ACTIVE_NOW,T1,,,Active,2024-01-01,Employees paste confidential data/PII into public LLMs with no internal AI-use policy.,Staff use ChatGPT Free for client work; no Red/Amber/Green tool policy.,Trade-secret loss; confidentiality and privacy breach.,DOC_HND + DOC_SOP,"CONDITION_1: Organization permits OR does not clearly prohibit staff, contractors, freelancers, or teams from using public OR personal AI tools for work. | CONDITION_2: Work may involve protected business information OR client information OR personal data OR proprietary work material OR confidential documents. | CONDITION_3: Internal/public materials lack one or more controls: AI-use policy OR approved-tool list OR tool classification OR protected-data rule OR training opt-out rule OR client-data restriction OR HITL workflow OR staff acknowledgement. | CONDITION_4: Organization has staff OR contractors OR clients OR data in India OR US OR EU/UK OR global markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: First-party public materials OR internal policy documents OR handbook OR AI-use policy show controls that defeat the trigger, including approved-tool rules, protected-data restrictions, client-data handling limits, training opt-out controls, HITL workflow, and staff/contractor acknowledgement.",v2-new LB-01,UNI,LIA,LB1
DOE_PRV_001,Autonomous Over-Scope Data Processing,A,DOE,PII,DPDP Act 2023 purpose limitation / consent duties,GDPR purpose limitation and lawful-basis duties,CCPA/CPRA purpose limitation and notice/use restrictions where applicable,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2024-01-01,An agent autonomously accesses/processes personal data beyond the consented purpose.,Your agent reads CRM/PII beyond the task it was authorised for.,Purpose-limitation breach under GDPR/DPDP.,DOC_AGT + DOC_DPA,"CONDITION_1: Product includes autonomous OR semi-autonomous agent functionality that can access OR process personal data. | CONDITION_2: Agent may access data beyond the specific task OR consented purpose OR configured permission scope. | CONDITION_3: Terms OR UI OR configuration lack one or more controls: purpose boundary OR data-scope limit OR approval checkpoint OR access log OR minimization rule OR deletion route. | CONDITION_4: Product serves India OR EU/UK OR US OR global users/customers OR does not exclude those markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Agent data access is purpose-bound, scoped, logged, minimized, and tied to a deletion/withdrawal workflow.",v2-new DOER-07,DOE,PRV,1
ORC_PRV_001,Downstream LLM Training Leakage,A,ORC,Enterprise-Private | PII,—,EDPB Enforcement Guidance / GDPR Article 28,—,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2018-05-25,"When an orchestrator routes EU personal data through downstream LLM APIs whose default terms permit training on transit data, the orchestrator is liable under GDPR Article 28 for unauthorized secondary use.",you route user data through downstream LLM APIs on default consumer terms — which permit training on transit data — and as the orchestrator you're the data controller on the hook for unauthorized secondary use,"GDPR fines land on the orchestrator, not the downstream model provider. enterprise customers decline to route their data through your product. and renegotiating downstream contracts to zero-retention tiers often costs materially more per request.",DOC_DPA §5.3 — pre-built EDPB-aligned downstream-contract module. keeps transit data out of training corpora.,"CONDITION_1: Product routes personal data through downstream LLM API OR model provider OR orchestration layer. | CONDITION_2: Downstream provider terms permit training OR retention OR secondary use OR do not clearly prohibit it. | CONDITION_3: Product processes EU personal data OR enterprise customer data OR does not exclude EU users/customers. | CONDITION_4: DPA lacks one or more controls: Article 28 flow-down OR zero-retention term OR training prohibition OR subprocessor contract review OR customer notice. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: Downstream terms prohibit training/secondary use and DPA flows Article 28 obligations through the chain.",v1:I06_PRV_001,ORC,PRV,1
ORC_PRV_002,Dynamic Sub-Processor Trap,A,ORC,PII,—,GDPR Article 28(2) and 28(4),—,ACTIVE_NOW,T3,Deal Death,Corporate,Active,2018-05-25,"GDPR Article 28(2) requires processors to obtain prior written authorization for sub-processor changes, with 30-day notice for general authorizations. Dynamic routing that swaps sub-processors in real time without notice triggers immediate SLA disgorgement claims.",your orchestrator dynamically routes across multiple LLM providers without giving enterprise customers the 30-day sub-processor change notice GDPR Article 28 requires,enterprise customers invoke SLA disgorgement clauses tied to sub-processor changes. supervisory authorities flag the Article 28(2) gap. and the dynamic routing feature that drives your unit economics becomes a liability trigger in every enterprise diligence cycle.,DOC_DPA §5.4 — pre-built Article 28(2)-compliant sub-processor notice module.,"CONDITION_1: Product dynamically routes personal data across multiple LLM providers OR subprocessors OR infrastructure providers. | CONDITION_2: Routing can change providers without customer-specific approval OR advance notice. | CONDITION_3: Product processes EU personal data OR enterprise customer data OR does not exclude EU users/customers. | CONDITION_4: DPA lacks one or more controls: general authorization clause OR objection window OR subprocessor list OR 30-day notice process OR emergency-change notice. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: DPA includes subprocessor list, authorization mechanism, notice period, objection process, and emergency-change procedure.",v1:I06_PRV_002,ORC,PRV,2
ORC_PRV_003,CPRA Service Provider Disqualification,A,ORC,PII,—,—,California Privacy Rights Act (CPRA),ACTIVE_NOW,T3,Deal Death,Corporate,Active,2023-01-01,"Under CPRA, an entity qualifies as a ""Service Provider"" only if downstream contracts contractually prohibit retention, use, or disclosure of personal data beyond performing the service.","your downstream LLM contracts don't prohibit retention, use, or disclosure of transit data beyond service performance — which knocks you out of CPRA Service Provider qualification and reclassifies you as a separate business","California customers carve out terms or decline to onboard. direct CPRA business-level obligations attach that the product wasn't architected for — disclosure, opt-out, consent flows. and fixing it requires renegotiating every downstream contract in the routing layer.",DOC_DPA §5.3 — pre-built CPRA Service-Provider qualification module.,"CONDITION_1: Product routes California personal data through downstream LLM provider OR model API OR infrastructure provider. | CONDITION_2: Downstream contract permits retention OR use OR disclosure beyond performing the service OR does not clearly prohibit it. | CONDITION_3: Product serves California users/customers OR does not exclude California/US markets. | CONDITION_4: Contract stack lacks one or more controls: CPRA service-provider restriction OR sale/share prohibition OR retention limit OR use restriction OR downstream flow-down. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: Downstream contracts prohibit retention/use/disclosure beyond service performance and preserve service-provider qualification.",v1:I06_PRV_003,ORC,PRV,3
RDR_PRV_001,The Algorithmic Disgorgement Death Penalty,A,RDR,PII,DPDP Act 2023 §8(7) + Rule 8 (erasure when purpose served),GDPR Art. 17 (right to erasure),FTC v. Rite Aid (2023); FTC algorithmic disgorgement,ACTIVE_NOW,T1,Existential,Corporate,Active,2023-05-04,"FTC v. Rite Aid ordered complete destruction of the AI model, the training data, and the derivative algorithms — the ""algorithmic disgorgement"" remedy. The doctrine expands FTC authority to target the product itself.","your data-ingestion AI is built on sources whose collection legality you can't fully document — and the FTC's algorithmic disgorgement doctrine targets the model itself for destruction, not just the company's conduct",complete destruction of the model. complete destruction of the training data. destruction of derivative algorithms. and the core asset the company was built on ceases to exist by court order.,DOC_DPA §4.1 — pre-built Rite Aid-resilient data-provenance and lawful-basis module.,"CONDITION_1: Product ingests OR trains OR retrieves using personal data OR user data OR biometric/identity-linked data. | CONDITION_2: Source legality OR consent OR provenance cannot be fully documented. | CONDITION_3: Model OR derived outputs OR embeddings may depend on the disputed data source. | CONDITION_4: Product serves US OR India OR EU/UK OR global users/customers OR does not exclude those markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Product has documented lawful basis, provenance records, erasure workflow, and model/data separation controls.",v1:I05_PRV_001 · marquee parallel-fill (verified 2026-06),RDR,PRV,1
RDR_PRV_002,Deceptively Trained Model Enforcement,A,RDR,PII,—,—,FTC Act Section 5 (15 U.S.C. §45),ACTIVE_NOW,T1,Existential,Corporate,Active,2000-01-01,FTC Act Section 5 grants the Commission authority to order algorithmic disgorgement against AI models trained on data collected through deceptive practices.,"your training corpus includes data you represented you wouldn't collect, or collected under consent flows that didn't match what you were actually doing — which triggers FTC Section 5 deceptive-practices authority, with algorithmic disgorgement as the remedy",algorithmic disgorgement of the model. enforcement order naming the specific training data to be destroyed. and the company's own historical disclosures become the evidence.,DOC_DPA §4.1 — pre-built Section 5-resilient disclosure-to-practice alignment module.,"CONDITION_1: Product trains OR fine-tunes OR builds model using user data OR personal data OR data collected through user-facing flows. | CONDITION_2: Historical disclosures OR consent flows OR privacy notices do not match actual collection/use/training practice. | CONDITION_3: Model OR derived system depends on that data source. | CONDITION_4: Product serves US OR global users/customers OR does not exclude US markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Disclosures match practice and training data use is documented with lawful basis, consent/notice alignment, and deletion/provenance controls.",v1:I05_PRV_002,RDR,PRV,2
RDR_PRV_LB1,Employee Data in Fine-Tuning,B,RDR,PII,DPDP Act 2023,GDPR (lawful basis),CCPA/CPRA,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2024-01-01,Fine-tuning an internal model on employee data with no lawful basis bakes it into immutable weights (no erasure).,HR fine-tuned a model on staff records without consent or basis.,Unlawful processing; the AI deletion problem applied internally.,DOC_DPIA + DOC_SOP (RAG-only),"CONDITION_1: Organization fine-tunes OR trains OR adapts internal AI using employee data OR worker records OR internal personnel materials. | CONDITION_2: Lawful basis OR consent OR notice OR DPIA is absent, unclear, or not documented. | CONDITION_3: Resulting model weights OR embeddings OR derived outputs make erasure/deletion difficult. | CONDITION_4: Organization has employees OR contractors OR operations in India OR EU/UK OR US. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: Training is avoided or limited to permitted data with documented lawful basis, DPIA, deletion controls, and RAG-only architecture where appropriate.",v2-new LB-05,RDR,PRV,LB1
UNI_PRV_001,Illegal Cross-Border Data Migration,A,UNI,PII,DPDP Act 2023 §16 (negative-list transfer model),Schrems II (CJEU C-311/18); GDPR Ch. V + SCCs,No federal regime; EU–US Data Privacy Framework,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2020-07-16,Schrems II invalidated the Privacy Shield framework and requires Standard Contractual Clauses plus a Transfer Impact Assessment for EU personal data transferred to non-adequacy jurisdictions. Absence exposes the company to GDPR penalties up to €20M or 4% of global annual turnover.,"you process EU user data on US servers without current SCCs and a Transfer Impact Assessment — which is the exact posture Schrems II made illegal, and GDPR enforcement attaches on a per-flow basis",GDPR penalties up to €20M or 4% of global revenue. supervisory authority orders forcing you to suspend EU data flows. and the engineering work to legally re-route the data is a multi-month project you didn't scope.,DOC_DPA §6.2 — pre-built Schrems II-compliant SCC and TIA module.,"CONDITION_1: Product transfers OR stores OR processes personal data across borders. | CONDITION_2: EU personal data is transferred to US OR non-adequacy jurisdiction OR global infrastructure. | CONDITION_3: Transfer materials lack one or more controls: SCCs OR TIA OR transfer map OR adequacy basis OR supplementary measures OR vendor transfer terms. | CONDITION_4: Product serves EU users/customers OR does not exclude EU markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Transfer stack includes SCCs/TIA or valid adequacy basis, transfer map, and supplementary measures where required.",v1:UNI_PRV_001 · marquee parallel-fill (verified 2026-06),UNI,PRV,1
UNI_PRV_002,Missing Data Processing Agreements,A,UNI,PII,—,"GDPR Articles 17, 20, 28",—,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2018-05-25,GDPR Article 28 requires executed Data Processing Agreements with every sub-processor. Articles 17 (erasure) and 20 (portability) require downstream cooperation that DPAs operationalize. Absence exposes the company to GDPR penalties up to €20M or 4% of global turnover.,"you process EU data through sub-processors — cloud infrastructure, APIs, analytics, payment rails — without executed DPAs covering each link in the chain, which is a straight Article 28 violation",GDPR fines up to €20M or 4% of global revenue. supervisory authority orders. and the remediation work — negotiating DPAs with every vendor in the stack — takes months even with cooperation.,DOC_DPA §6.2 — pre-built Article 28-compliant DPA framework module.,"CONDITION_1: Product processes personal data through vendors OR subprocessors OR cloud providers OR APIs OR analytics/payment tools. | CONDITION_2: One or more vendors process EU personal data OR personal data for enterprise customers. | CONDITION_3: Contract stack lacks one or more controls: executed DPA OR Article 28 terms OR erasure cooperation OR portability cooperation OR subprocessor flow-down OR vendor list. | CONDITION_4: Product serves EU users/customers OR does not exclude EU markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_3 = TRUE AND AT_LEAST_1_OF(CONDITION_2, CONDITION_4) = TRUE | EXCLUDE_IF: Every personal-data processor has executed DPA with Article 28 terms, rights cooperation, and subprocessor flow-down.",v1:UNI_PRV_002,UNI,PRV,2
UNI_PRV_003,India Reasonable Security Failure,A,UNI,PII,India IT Act §43A / Digital Personal Data Protection Act 2023,—,—,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2023-08-11,India IT Act §43A mandates compensation to affected individuals for failure to maintain reasonable security practices. The DPDP Act 2023 strengthens the regime with structured penalties reaching ₹250 crore per instance.,"you process Indian user data without documented ""reasonable security practices"" — which IT Act §43A makes actionable directly by affected users, and DPDP adds structured penalties on top","individual compensation claims per affected user under §43A. DPDP penalties up to ₹250 crore per instance. and India enforcement uses both regimes in the same case, which doubles the process load.",DOC_DPA §8.1 — pre-built §43A/DPDP-aligned reasonable-security module.,"CONDITION_1: Product processes Indian personal data OR India-linked user data. | CONDITION_2: Public materials OR internal controls lack one or more reasonable-security controls: security policy OR access control OR vendor security terms OR incident process OR audit trail OR data-protection procedure. | CONDITION_3: Product serves India OR has Indian operations OR does not exclude India. | CONDITION_4: Product handles PII OR sensitive business/user data OR customer-uploaded data. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: Product has documented reasonable-security controls, vendor controls, audit trail, and India-specific data-protection process.",v1:UNI_PRV_003,UNI,PRV,3
